station_name,measurement_timestamp,air_temperature,wet_bulb_temperature,humidity,rain_intensity,interval_rain,total_rain,precipitation_type,wind_direction,wind_speed,maximum_wind_speed,barometric_pressure,solar_radiation,heading,battery_life,measurement_timestamp_label,measurement_id
Foster Weather Station,2017-12-25T15:00:00.000,-10.5,,47,,0,,,254,5.9,6.2,1001.7,0,,14.8,12/25/2017 3:00 PM,FosterWeatherStation201712251500
Oak Street Weather Station,2017-12-25T15:00:00.000,-9,-10.7,52,0,0,17,0,302,1.9,4.8,1002.7,39,1,12,12/25/2017 3:00 PM,OakStreetWeatherStation201712251500
63rd Street Weather Station,2017-12-25T14:00:00.000,-8.6,-10.4,52,0,0,24.3,0,292,4.8,10.5,1001.1,343,353,11.9,12/25/2017 2:00 PM,63rdStreetWeatherStation201712251400
Foster Weather Station,2017-12-25T14:00:00.000,-9.78,,46,,0,,,270,4.7,5,1000.3,0,,15.2,12/25/2017 2:00 PM,FosterWeatherStation201712251400
Oak Street Weather Station,2017-12-25T14:00:00.000,-8.3,-10.1,51,0,0,17,0,344,2.4,3.7,1001.7,39,2,12.1,12/25/2017 2:00 PM,OakStreetWeatherStation201712251400
63rd Street Weather Station,2017-12-25T13:00:00.000,-8.5,-10.3,52,0,0,24.3,0,284,8.4,13.3,1000.4,412,353,11.9,12/25/2017 1:00 PM,63rdStreetWeatherStation201712251300
Foster Weather Station,2017-12-25T13:00:00.000,-9.28,,44,,0,,,258,5.6,6.1,1000,0,,15.2,12/25/2017 1:00 PM,FosterWeatherStation201712251300
Oak Street Weather Station,2017-12-25T13:00:00.000,-8.2,-10.1,50,0,0,17,0,322,2.5,5.7,1001,61,2,12,12/25/2017 1:00 PM,OakStreetWeatherStation201712251300
63rd Street Weather Station,2017-12-25T12:00:00.000,-7.9,-9.8,49,0,0,24.3,0,284,4.3,9.6,1000.3,432,354,11.9,12/25/2017 12:00 PM,63rdStreetWeatherStation201712251200
Foster Weather Station,2017-12-25T12:00:00.000,-9.28,,43,,0,,,272,5.4,6.5,999.7,0,,15.2,12/25/2017 12:00 PM,FosterWeatherStation201712251200
Oak Street Weather Station,2017-12-25T12:00:00.000,-8,-10,47,0,0,17,0,356,1.4,4.2,1000.9,29,2,12,12/25/2017 12:00 PM,OakStreetWeatherStation201712251200
63rd Street Weather Station,2017-12-25T11:00:00.000,-8.3,-10.3,46,0,0,24.3,0,272,7.9,11.8,1000.6,404,354,11.9,12/25/2017 11:00 AM,63rdStreetWeatherStation201712251100
Foster Weather Station,2017-12-25T11:00:00.000,-9.06,,43,,0,,,272,5.7,6.3,1000,0,,14.8,12/25/2017 11:00 AM,FosterWeatherStation201712251100
Oak Street Weather Station,2017-12-25T11:00:00.000,-7.2,-9.4,45,0,0,17,0,38,0.9,1.8,1001.2,393,2,11.9,12/25/2017 11:00 AM,OakStreetWeatherStation201712251100
63rd Street Weather Station,2017-12-25T10:00:00.000,-8.3,-9.7,63,0,0,24.3,0,277,5,8,1000.6,330,355,11.8,12/25/2017 10:00 AM,63rdStreetWeatherStation201712251000
Foster Weather Station,2017-12-25T10:00:00.000,-9.06,,53,,0,,,273,3.7,4.4,1000,0,,14.8,12/25/2017 10:00 AM,FosterWeatherStation201712251000
Oak Street Weather Station,2017-12-25T10:00:00.000,-7.9,-9.2,64,0,0,17,0,324,1.2,3.4,1000.9,308,2,12.1,12/25/2017 10:00 AM,OakStreetWeatherStation201712251000
63rd Street Weather Station,2017-12-25T09:00:00.000,-8.6,-9.6,75,0,0,24.3,0,271,4,6.4,1000.1,237,354,11.9,12/25/2017 9:00 AM,63rdStreetWeatherStation201712250900
Foster Weather Station,2017-12-25T09:00:00.000,-9.67,,65,,0,,,264,6.7,7.2,999,0,,14.8,12/25/2017 9:00 AM,FosterWeatherStation201712250900
Oak Street Weather Station,2017-12-25T09:00:00.000,-8.4,-9.5,71,0,0,17,0,300,2.2,4.9,1000.5,79,1,12,12/25/2017 9:00 AM,OakStreetWeatherStation201712250900
63rd Street Weather Station,2017-12-25T08:00:00.000,-9,-9.8,77,0,0,24.3,0,271,3.8,7.3,999.3,45,355,11.8,12/25/2017 8:00 AM,63rdStreetWeatherStation201712250800
Foster Weather Station,2017-12-25T08:00:00.000,-9.56,,67,,0,,,269,4.4,4.6,998.6,0,,15.2,12/25/2017 8:00 AM,FosterWeatherStation201712250800
Oak Street Weather Station,2017-12-25T08:00:00.000,-8.2,-9.2,72,0,0,17,0,299,1.7,4.5,999.9,28,2,12,12/25/2017 8:00 AM,OakStreetWeatherStation201712250800
63rd Street Weather Station,2017-12-25T07:00:00.000,-8.6,-9.4,77,0,0.1,24.3,0,270,8.8,11.4,998.6,6,354,11.9,12/25/2017 7:00 AM,63rdStreetWeatherStation201712250700
Foster Weather Station,2017-12-25T07:00:00.000,-9.17,,69,,0,,,272,4.2,4.5,998,0,,14.9,12/25/2017 7:00 AM,FosterWeatherStation201712250700
Oak Street Weather Station,2017-12-25T07:00:00.000,-7.8,-8.8,73,0,0,17,0,286,1.8,7.7,999.3,3,2,12.1,12/25/2017 7:00 AM,OakStreetWeatherStation201712250700
63rd Street Weather Station,2017-12-25T06:00:00.000,-8.6,-9.4,78,0,0,24.2,0,269,6,12.6,997.9,6,354,11.9,12/25/2017 6:00 AM,63rdStreetWeatherStation201712250600
Foster Weather Station,2017-12-25T06:00:00.000,-9.28,,71,,0,,,268,3.9,4.3,997.3,0,,15.2,12/25/2017 6:00 AM,FosterWeatherStation201712250600
Oak Street Weather Station,2017-12-25T06:00:00.000,-7.9,-8.9,73,0,0,17,0,279,2.7,5.6,998.5,3,2,12.1,12/25/2017 6:00 AM,OakStreetWeatherStation201712250600
63rd Street Weather Station,2017-12-25T05:00:00.000,-8.4,-9.3,75,0,0,24.2,0,266,6.1,9.2,997.7,6,354,11.9,12/25/2017 5:00 AM,63rdStreetWeatherStation201712250500
Foster Weather Station,2017-12-25T05:00:00.000,-8.89,,66,,0,,,229,6.3,6.8,997,0,,14.8,12/25/2017 5:00 AM,FosterWeatherStation201712250500
Oak Street Weather Station,2017-12-25T05:00:00.000,-7.5,-8.7,69,0,0,17,0,299,1.4,6.7,998.4,2,2,12.1,12/25/2017 5:00 AM,OakStreetWeatherStation201712250500
63rd Street Weather Station,2017-12-25T04:00:00.000,-8.2,-9.3,71,0,0,24.2,0,264,6.7,9,997.6,5,354,11.8,12/25/2017 4:00 AM,63rdStreetWeatherStation201712250400
Foster Weather Station,2017-12-25T04:00:00.000,-8.78,,61,,0,,,260,3,3.8,997,0,,14.8,12/25/2017 4:00 AM,FosterWeatherStation201712250400
Oak Street Weather Station,2017-12-25T04:00:00.000,-7.4,-8.7,67,0,0,17,0,261,2.4,6.2,998,2,2,11.9,12/25/2017 4:00 AM,OakStreetWeatherStation201712250400
63rd Street Weather Station,2017-12-25T03:00:00.000,-7.6,-8.8,70,0,0,24.2,0,269,4.1,8.3,997.5,6,354,11.8,12/25/2017 3:00 AM,63rdStreetWeatherStation201712250300
Foster Weather Station,2017-12-25T03:00:00.000,-8.39,,60,,0,,,256,3.2,4.1,996.6,0,,14.8,12/25/2017 3:00 AM,FosterWeatherStation201712250300
Oak Street Weather Station,2017-12-25T03:00:00.000,-6.8,-8.2,66,0,0,17,0,286,1.3,3.6,997.9,2,2,12,12/25/2017 3:00 AM,OakStreetWeatherStation201712250300
63rd Street Weather Station,2017-12-25T02:00:00.000,-6.9,-8.2,68,0,0,24.2,0,273,4,6.2,997.5,5,354,11.9,12/25/2017 2:00 AM,63rdStreetWeatherStation201712250200
Foster Weather Station,2017-12-25T02:00:00.000,-7.67,,60,,0,,,266,3,3.6,996.6,0,,14.8,12/25/2017 2:00 AM,FosterWeatherStation201712250200
Oak Street Weather Station,2017-12-25T02:00:00.000,-6.5,-8,65,0,0,17,0,337,1.7,3.8,997.7,2,2,12.1,12/25/2017 2:00 AM,OakStreetWeatherStation201712250200
63rd Street Weather Station,2017-12-25T01:00:00.000,-5.8,-7.1,69,0,0,24.2,0,282,4.7,7,996.5,5,354,11.9,12/25/2017 1:00 AM,63rdStreetWeatherStation201712250100
Foster Weather Station,2017-12-25T01:00:00.000,-6.67,,60,,0,,,281,6.8,7.6,995.6,0,,14.8,12/25/2017 1:00 AM,FosterWeatherStation201712250100
Oak Street Weather Station,2017-12-25T01:00:00.000,-5.5,-7,65,0,0,17,0,330,0.9,5.6,996.9,2,2,12,12/25/2017 1:00 AM,OakStreetWeatherStation201712250100
63rd Street Weather Station,2017-12-25T00:00:00.000,-5.3,-6.5,73,0,0,24.2,0,281,4.5,7,996,5,354,11.9,12/25/2017 12:00 AM,63rdStreetWeatherStation201712252400
Foster Weather Station,2017-12-25T00:00:00.000,-6.17,,66,,0,,,270,4.6,5.3,995.3,0,,14.8,12/25/2017 12:00 AM,FosterWeatherStation201712252400
Oak Street Weather Station,2017-12-25T00:00:00.000,-4.9,-6.2,72,0,0,17,0,295,2.4,5.7,996.4,2,2,12,12/25/2017 12:00 AM,OakStreetWeatherStation201712252400
63rd Street Weather Station,2017-12-24T23:00:00.000,-6,-7,76,0,0,24.2,0,281,4.4,7.8,996,5,354,11.9,12/24/2017 11:00 PM,63rdStreetWeatherStation201712242300
Foster Weather Station,2017-12-24T23:00:00.000,-6.89,,68,,0,,,276,4,4.5,995.3,0,,15.2,12/24/2017 11:00 PM,FosterWeatherStation201712242300
Oak Street Weather Station,2017-12-24T23:00:00.000,-5.6,-6.8,72,0,0,17,0,272,1.3,3.6,996.5,2,2,12,12/24/2017 11:00 PM,OakStreetWeatherStation201712242300
63rd Street Weather Station,2017-12-24T22:00:00.000,-6.3,-7.3,76,0,0,24.2,0,272,4.7,6.3,995.8,5,354,11.9,12/24/2017 10:00 PM,63rdStreetWeatherStation201712242200
Foster Weather Station,2017-12-24T22:00:00.000,-7.06,,66,,0,,,269,5,5.3,994.9,0,,15.2,12/24/2017 10:00 PM,FosterWeatherStation201712242200
Oak Street Weather Station,2017-12-24T22:00:00.000,-5.8,-7,73,0,0,17,0,330,1.7,3.4,996.3,2,2,12.1,12/24/2017 10:00 PM,OakStreetWeatherStation201712242200
63rd Street Weather Station,2017-12-24T21:00:00.000,-5.7,-6.6,78,0,0,24.2,0,286,4.1,6.5,995.4,5,354,11.8,12/24/2017 9:00 PM,63rdStreetWeatherStation201712242100
Foster Weather Station,2017-12-24T21:00:00.000,-6.5,,70,,0,,,296,3.5,3.8,994.6,0,,14.8,12/24/2017 9:00 PM,FosterWeatherStation201712242100
Oak Street Weather Station,2017-12-24T21:00:00.000,-5.3,-6.4,76,0,0,17,0,313,1.3,4,995.7,2,2,12.1,12/24/2017 9:00 PM,OakStreetWeatherStation201712242100
63rd Street Weather Station,2017-12-24T20:00:00.000,-5.9,-6.7,81,0,0,24.2,0,287,4.3,9.1,995,5,354,11.9,12/24/2017 8:00 PM,63rdStreetWeatherStation201712242000
Foster Weather Station,2017-12-24T20:00:00.000,-6.78,,74,,0,,,265,4.9,5.3,994.6,0,,14.8,12/24/2017 8:00 PM,FosterWeatherStation201712242000
Oak Street Weather Station,2017-12-24T20:00:00.000,-5.4,-6.3,79,0,0,17,0,354,1.5,4,995.7,2,2,12,12/24/2017 8:00 PM,OakStreetWeatherStation201712242000
63rd Street Weather Station,2017-12-24T19:00:00.000,-5.8,-6.6,82,0,0,24.2,0,289,3.7,8.4,994.9,5,354,11.9,12/24/2017 7:00 PM,63rdStreetWeatherStation201712241900
Foster Weather Station,2017-12-24T19:00:00.000,-6.78,,74,,0,,,283,7.6,7.9,994.2,0,,15.2,12/24/2017 7:00 PM,FosterWeatherStation201712241900
Oak Street Weather Station,2017-12-24T19:00:00.000,-5.6,-6.5,79,0,0,17,0,325,2,3.7,995.5,2,2,12,12/24/2017 7:00 PM,OakStreetWeatherStation201712241900
63rd Street Weather Station,2017-12-24T18:00:00.000,-5.8,-6.6,83,0,0,24.2,0,285,3.1,8,994.1,5,354,11.9,12/24/2017 6:00 PM,63rdStreetWeatherStation201712241800
Foster Weather Station,2017-12-24T18:00:00.000,-6.78,,74,,0,,,288,2.8,4,993.6,0,,15.2,12/24/2017 6:00 PM,FosterWeatherStation201712241800
Oak Street Weather Station,2017-12-24T18:00:00.000,-5.5,-6.2,83,0,0,17,0,348,2.7,4.7,994.6,2,2,12,12/24/2017 6:00 PM,OakStreetWeatherStation201712241800
63rd Street Weather Station,2017-12-24T17:00:00.000,-5.5,-6.2,84,0,0,24.2,0,296,2.7,4.3,993.5,5,354,11.9,12/24/2017 5:00 PM,63rdStreetWeatherStation201712241700
Foster Weather Station,2017-12-24T17:00:00.000,-6.5,,76,,0,,,296,4.8,5.4,992.9,0,,14.8,12/24/2017 5:00 PM,FosterWeatherStation201712241700
Oak Street Weather Station,2017-12-24T17:00:00.000,-5.4,-6,85,0,0,17,70,315,2.3,4.3,994.1,2,2,11.9,12/24/2017 5:00 PM,OakStreetWeatherStation201712241700
63rd Street Weather Station,2017-12-24T16:00:00.000,-5.2,-5.9,85,0,0,24.2,0,297,4.3,7.2,993.2,17,354,11.9,12/24/2017 4:00 PM,63rdStreetWeatherStation201712241600
Foster Weather Station,2017-12-24T16:00:00.000,-6.28,,76,,0,,,313,4.8,5.4,992.9,0,,14.8,12/24/2017 4:00 PM,FosterWeatherStation201712241600
Oak Street Weather Station,2017-12-24T16:00:00.000,-5.2,-5.8,87,0,0,17,70,292,1.4,3,994,15,1,12,12/24/2017 4:00 PM,OakStreetWeatherStation201712241600
63rd Street Weather Station,2017-12-24T15:00:00.000,-5,-5.6,85,0,0,24.2,70,327,2.4,5.2,993.2,66,354,11.9,12/24/2017 3:00 PM,63rdStreetWeatherStation201712241500
Foster Weather Station,2017-12-24T15:00:00.000,-6.39,,77,,0,,,309,4.1,4.3,992.9,0,,15.2,12/24/2017 3:00 PM,FosterWeatherStation201712241500
Oak Street Weather Station,2017-12-24T15:00:00.000,-5.2,-5.8,87,0,0,17,70,341,2.2,4,994.1,51,2,12,12/24/2017 3:00 PM,OakStreetWeatherStation201712241500
63rd Street Weather Station,2017-12-24T14:00:00.000,-4.1,-4.7,87,0,0.3,24.2,70,324,2,3.5,993.3,89,354,11.9,12/24/2017 2:00 PM,63rdStreetWeatherStation201712241400
Foster Weather Station,2017-12-24T14:00:00.000,-6.28,,77,,0,,,319,2.7,3.2,993.2,0,,15.2,12/24/2017 2:00 PM,FosterWeatherStation201712241400
Oak Street Weather Station,2017-12-24T14:00:00.000,-5,-5.6,88,0,0.1,16.9,70,323,1.9,3,994.3,66,2,12.1,12/24/2017 2:00 PM,OakStreetWeatherStation201712241400
63rd Street Weather Station,2017-12-24T13:00:00.000,-3.9,-4.4,88,0,0.5,23.9,70,328,1.4,2.3,994.4,79,354,11.9,12/24/2017 1:00 PM,63rdStreetWeatherStation201712241300
Foster Weather Station,2017-12-24T13:00:00.000,-5.89,,78,,0,,,314,3.2,4.1,994.2,0,,14.8,12/24/2017 1:00 PM,FosterWeatherStation201712241300
Oak Street Weather Station,2017-12-24T13:00:00.000,-4.2,-4.7,89,0,0.3,16.9,0,7,2.8,3.9,995.2,82,2,12,12/24/2017 1:00 PM,OakStreetWeatherStation201712241300
63rd Street Weather Station,2017-12-24T12:00:00.000,-4.1,-4.6,88,0.6,0.5,23.3,70,283,1.5,2.2,995.6,77,354,11.8,12/24/2017 12:00 PM,63rdStreetWeatherStation201712241200
Foster Weather Station,2017-12-24T12:00:00.000,-5.5,,81,,0,,,297,2.6,2.9,995.3,0,,14.8,12/24/2017 12:00 PM,FosterWeatherStation201712241200
Oak Street Weather Station,2017-12-24T12:00:00.000,-3.9,-4.4,89,1.2,1.2,16.6,60,348,2.4,4,996.3,49,2,12,12/24/2017 12:00 PM,OakStreetWeatherStation201712241200
63rd Street Weather Station,2017-12-24T11:00:00.000,-4.2,-4.7,88,0,0.5,22.9,70,279,0.9,2,996.7,61,354,11.9,12/24/2017 11:00 AM,63rdStreetWeatherStation201712241100
Foster Weather Station,2017-12-24T11:00:00.000,-5.28,,81,,0,,,233,2.2,2.6,996.3,0,,15.2,12/24/2017 11:00 AM,FosterWeatherStation201712241100
Oak Street Weather Station,2017-12-24T11:00:00.000,-4.1,-4.6,89,1.8,1.8,15.4,70,12,1.8,2.4,997.4,23,2,12,12/24/2017 11:00 AM,OakStreetWeatherStation201712241100
63rd Street Weather Station,2017-12-24T10:00:00.000,-4.6,-5.2,89,0.6,0.5,22.4,70,267,1.7,2.2,997.9,63,354,11.9,12/24/2017 10:00 AM,63rdStreetWeatherStation201712241000
Foster Weather Station,2017-12-24T10:00:00.000,-4.78,,81,,0,,,336,3.5,4,997.3,0,,15.2,12/24/2017 10:00 AM,FosterWeatherStation201712241000
Oak Street Weather Station,2017-12-24T10:00:00.000,-4.2,-4.8,87,2.4,1.1,13.6,60,309,0.7,1.8,998.6,16,2,12,12/24/2017 10:00 AM,OakStreetWeatherStation201712241000
63rd Street Weather Station,2017-12-24T09:00:00.000,-5,-5.6,88,1.2,0.6,21.9,70,280,2,2.6,998.6,31,354,11.8,12/24/2017 9:00 AM,63rdStreetWeatherStation201712240900
Foster Weather Station,2017-12-24T09:00:00.000,-5.67,,77,,0,,,314,3.9,4.3,998,0,,14.8,12/24/2017 9:00 AM,FosterWeatherStation201712240900
Oak Street Weather Station,2017-12-24T09:00:00.000,-3.6,-4.6,79,0,0.1,12.5,70,349,1.9,3.3,999.4,27,2,11.9,12/24/2017 9:00 AM,OakStreetWeatherStation201712240900
63rd Street Weather Station,2017-12-24T08:00:00.000,-2.6,-3.7,79,0,0,21.2,0,80,2.4,3.5,998.9,17,354,11.9,12/24/2017 8:00 AM,63rdStreetWeatherStation201712240800
Foster Weather Station,2017-12-24T08:00:00.000,-5.56,,67,,0,,,329,3.4,3.6,998.6,0,,14.8,12/24/2017 8:00 AM,FosterWeatherStation201712240800
Oak Street Weather Station,2017-12-24T08:00:00.000,-3.1,-4.9,64,0,0,12.4,0,336,1.2,2.3,999.7,14,2,12,12/24/2017 8:00 AM,OakStreetWeatherStation201712240800
63rd Street Weather Station,2017-12-24T07:00:00.000,-2,-3.8,65,0,0,21.2,0,39,2.3,3.8,999.9,5,354,11.8,12/24/2017 7:00 AM,63rdStreetWeatherStation201712240700
Foster Weather Station,2017-12-24T07:00:00.000,-5.28,,58,,0,,,338,1.6,1.8,999.3,0,,15.2,12/24/2017 7:00 AM,FosterWeatherStation201712240700
Oak Street Weather Station,2017-12-24T07:00:00.000,-3.3,-5.3,60,0,0,12.4,0,310,1,2,1000.6,2,2,12,12/24/2017 7:00 AM,OakStreetWeatherStation201712240700
63rd Street Weather Station,2017-12-24T06:00:00.000,-2.2,-4,64,0,0,21.2,0,45,2.9,3.9,999.6,4,354,11.9,12/24/2017 6:00 AM,63rdStreetWeatherStation201712240600
Foster Weather Station,2017-12-24T06:00:00.000,-3.67,,62,,0,,,29,1.8,2.4,999.3,0,,15.2,12/24/2017 6:00 AM,FosterWeatherStation201712240600
Oak Street Weather Station,2017-12-24T06:00:00.000,-2.7,-4.4,65,0,0,12.4,0,359,2.7,3.8,1000.4,2,2,12,12/24/2017 6:00 AM,OakStreetWeatherStation201712240600
63rd Street Weather Station,2017-12-24T05:00:00.000,-2.5,-4.1,67,0,0,21.2,0,30,3.9,5.3,999.7,4,354,11.9,12/24/2017 5:00 AM,63rdStreetWeatherStation201712240500
Foster Weather Station,2017-12-24T05:00:00.000,-4,,60,,0,,,9,3.6,3.7,999.7,0,,15.2,12/24/2017 5:00 AM,FosterWeatherStation201712240500
Oak Street Weather Station,2017-12-24T05:00:00.000,-2.8,-4.5,65,0,0,12.4,0,14,3,4.2,1000.6,2,2,11.8,12/24/2017 5:00 AM,OakStreetWeatherStation201712240500
63rd Street Weather Station,2017-12-24T04:00:00.000,-2.8,-4.5,65,0,0,21.2,0,61,4.5,5.3,999.8,4,354,11.9,12/24/2017 4:00 AM,63rdStreetWeatherStation201712240400
Foster Weather Station,2017-12-24T04:00:00.000,-4.5,,58,,0,,,6,5.3,6.1,999.7,0,,15.2,12/24/2017 4:00 AM,FosterWeatherStation201712240400
Oak Street Weather Station,2017-12-24T04:00:00.000,-3.3,-5.1,63,0,0,12.4,0,35,3.9,6.3,1000.5,2,2,11.8,12/24/2017 4:00 AM,OakStreetWeatherStation201712240400
63rd Street Weather Station,2017-12-24T03:00:00.000,-3.7,-5.4,65,0,0,21.2,0,1,3.4,6.5,1000.8,5,354,11.9,12/24/2017 3:00 AM,63rdStreetWeatherStation201712240300
Foster Weather Station,2017-12-24T03:00:00.000,-5.78,,51,,0,,,303,1.8,2.3,1000.7,0,,14.8,12/24/2017 3:00 AM,FosterWeatherStation201712240300
Oak Street Weather Station,2017-12-24T03:00:00.000,-4.4,-6.5,55,0,0,12.4,0,330,1,1.7,1001.9,2,2,12,12/24/2017 3:00 AM,OakStreetWeatherStation201712240300
63rd Street Weather Station,2017-12-24T02:00:00.000,-4.4,-6.3,60,0,0,21.2,0,312,2,3.6,1002,5,354,11.8,12/24/2017 2:00 AM,63rdStreetWeatherStation201712240200
Foster Weather Station,2017-12-24T02:00:00.000,-5.78,,45,,0,,,315,2.6,3,1001.7,0,,14.8,12/24/2017 2:00 AM,FosterWeatherStation201712240200
Oak Street Weather Station,2017-12-24T02:00:00.000,-4.1,-6.3,54,0,0,12.4,0,11,2.1,3.2,1002.7,2,2,12,12/24/2017 2:00 AM,OakStreetWeatherStation201712240200
63rd Street Weather Station,2017-12-23T23:00:00.000,-3.8,-5.5,64,0,0,21.2,0,349,2.6,4.4,1001.3,5,354,11.9,12/23/2017 11:00 PM,63rdStreetWeatherStation201712232300
Foster Weather Station,2017-12-23T23:00:00.000,-5.06,,54,,0,,,316,2.8,2.9,1000.7,0,,15.2,12/23/2017 11:00 PM,FosterWeatherStation201712232300
Oak Street Weather Station,2017-12-23T23:00:00.000,-4,-6,59,0,0,12.4,0,2,2.6,3,1001.9,2,2,12,12/23/2017 11:00 PM,OakStreetWeatherStation201712232300
63rd Street Weather Station,2017-12-23T22:00:00.000,-3.6,-5.4,63,0,0,21.2,0,12,4.6,8.1,1001,5,354,11.9,12/23/2017 10:00 PM,63rdStreetWeatherStation201712232200
Foster Weather Station,2017-12-23T22:00:00.000,-5.39,,54,,0,,,317,3,3.3,1000.7,0,,15.2,12/23/2017 10:00 PM,FosterWeatherStation201712232200
Oak Street Weather Station,2017-12-23T22:00:00.000,-4.1,-6.1,57,0,0,12.4,0,13,2.7,3.4,1001.9,2,2,11.9,12/23/2017 10:00 PM,OakStreetWeatherStation201712232200
63rd Street Weather Station,2017-12-23T21:00:00.000,-3.7,-5.6,62,0,0,21.2,0,334,3.5,5.9,1001.6,5,355,11.9,12/23/2017 9:00 PM,63rdStreetWeatherStation201712232100
Foster Weather Station,2017-12-23T21:00:00.000,-5.5,,55,,0,,,329,2.1,2.4,1001.4,0,,15.2,12/23/2017 9:00 PM,FosterWeatherStation201712232100
Oak Street Weather Station,2017-12-23T21:00:00.000,-4.1,-5.9,61,0,0,12.4,0,7,2.6,4.8,1002.4,2,2,12,12/23/2017 9:00 PM,OakStreetWeatherStation201712232100
63rd Street Weather Station,2017-12-23T20:00:00.000,-3.7,-5.4,64,0,0,21.2,0,334,1.9,3,1001.5,5,354,11.8,12/23/2017 8:00 PM,63rdStreetWeatherStation201712232000
Foster Weather Station,2017-12-23T20:00:00.000,-5.06,,58,,0,,,337,3.8,4.4,1000.7,0,,15.2,12/23/2017 8:00 PM,FosterWeatherStation201712232000
Oak Street Weather Station,2017-12-23T20:00:00.000,-3.9,-5.6,62,0,0,12.4,0,25,2.1,4.6,1001.9,2,2,12.1,12/23/2017 8:00 PM,OakStreetWeatherStation201712232000
63rd Street Weather Station,2017-12-23T19:00:00.000,-3.4,-5.1,65,0,0,21.2,0,327,1.5,2.6,1000.6,5,354,11.9,12/23/2017 7:00 PM,63rdStreetWeatherStation201712231900
Foster Weather Station,2017-12-23T19:00:00.000,-4.67,,57,,0,,,309,4,4.2,1000.7,0,,15.2,12/23/2017 7:00 PM,FosterWeatherStation201712231900
Oak Street Weather Station,2017-12-23T19:00:00.000,-3.1,-5.1,61,0,0,12.4,0,336,3.1,5.6,1001.7,2,2,11.8,12/23/2017 7:00 PM,OakStreetWeatherStation201712231900
63rd Street Weather Station,2017-12-23T18:00:00.000,-2.6,-4.4,64,0,0,21.2,0,343,3.6,6.1,999.9,5,354,11.9,12/23/2017 6:00 PM,63rdStreetWeatherStation201712231800
Foster Weather Station,2017-12-23T18:00:00.000,-4.17,,57,,0,,,348,2.7,2.9,999.7,0,,15.2,12/23/2017 6:00 PM,FosterWeatherStation201712231800
Oak Street Weather Station,2017-12-23T18:00:00.000,-2.8,-4.7,62,0,0,12.4,0,359,4.4,5.9,1000.6,2,2,12,12/23/2017 6:00 PM,OakStreetWeatherStation201712231800
63rd Street Weather Station,2017-12-23T17:00:00.000,-2.2,-4.2,63,0,0,21.2,0,315,2.2,4.9,999.1,4,354,11.9,12/23/2017 5:00 PM,63rdStreetWeatherStation201712231700
Foster Weather Station,2017-12-23T17:00:00.000,-3.89,,57,,0,,,289,1.8,2.3,999,0,,14.8,12/23/2017 5:00 PM,FosterWeatherStation201712231700
Oak Street Weather Station,2017-12-23T17:00:00.000,-2.5,-4.5,62,0,0,12.4,0,344,2.2,3.5,1000.1,2,2,12,12/23/2017 5:00 PM,OakStreetWeatherStation201712231700
63rd Street Weather Station,2017-12-23T16:00:00.000,-1.3,-3.4,61,0,0,21.2,0,311,2.9,5.4,998.6,41,354,11.9,12/23/2017 4:00 PM,63rdStreetWeatherStation201712231600
Foster Weather Station,2017-12-23T16:00:00.000,-3.56,,55,,0,,,301,4.7,5.1,998,0,,14.8,12/23/2017 4:00 PM,FosterWeatherStation201712231600
Oak Street Weather Station,2017-12-23T16:00:00.000,-1.9,-3.9,61,0,0,12.4,0,340,1.8,3.7,999.3,13,2,12,12/23/2017 4:00 PM,OakStreetWeatherStation201712231600
63rd Street Weather Station,2017-12-23T15:00:00.000,-0.3,-2.6,59,0,0,21.2,0,319,3.2,5.5,997.4,179,353,11.9,12/23/2017 3:00 PM,63rdStreetWeatherStation201712231500
Foster Weather Station,2017-12-23T15:00:00.000,-3,,56,,0,,,347,2.4,2.8,997.3,0,,14.8,12/23/2017 3:00 PM,FosterWeatherStation201712231500
Oak Street Weather Station,2017-12-23T15:00:00.000,-1.3,-3.4,60,0,0,12.4,0,8,5.1,6.6,998.1,37,2,11.8,12/23/2017 3:00 PM,OakStreetWeatherStation201712231500
63rd Street Weather Station,2017-12-23T14:00:00.000,0,-2.5,58,0,0,21.2,0,326,1.6,3.9,996.1,132,355,11.9,12/23/2017 2:00 PM,63rdStreetWeatherStation201712231400
Foster Weather Station,2017-12-23T14:00:00.000,-2.28,,54,,0,,,179,0.4,1.1,995.9,0,,15.2,12/23/2017 2:00 PM,FosterWeatherStation201712231400
Oak Street Weather Station,2017-12-23T14:00:00.000,-0.8,-3.1,59,0,0,12.4,0,358,3.3,5.2,997,91,2,12,12/23/2017 2:00 PM,OakStreetWeatherStation201712231400
63rd Street Weather Station,2017-12-23T13:00:00.000,0.7,-2.2,53,0,0,21.2,0,284,4.1,6.7,997,386,354,11.9,12/23/2017 1:00 PM,63rdStreetWeatherStation201712231300
Foster Weather Station,2017-12-23T13:00:00.000,-1.56,,54,,0,,,324,5.1,5.5,996.3,0,,15.2,12/23/2017 1:00 PM,FosterWeatherStation201712231300
Oak Street Weather Station,2017-12-23T13:00:00.000,0.4,-2.3,54,0,0,12.4,0,342,4.6,7.2,997.3,182,2,12,12/23/2017 1:00 PM,OakStreetWeatherStation201712231300
63rd Street Weather Station,2017-12-23T12:00:00.000,0.4,-2.3,54,0,0,21.2,0,316,3,4.1,996.5,412,354,11.9,12/23/2017 12:00 PM,63rdStreetWeatherStation201712231200
